Palm_Position_X,Palm_Position_Y,Palm_Position_Z
54.597385,145.35092,119.33222
54.428627,143.22047,119.9974
52.99625,136.6876,117.195915
39.498615,144.85243,100.53332
34.64733,143.24463,95.810585
31.28642,140.30556,92.95001
27.616545,138.6736,89.448166
24.269373,136.19731,87.201164
21.283892,134.6431,84.16385
17.715527,132.84502,80.56477
14.805074,130.11835,78.58435
10.587238,128.57367,74.98446
7.556628,126.72519,72.3483
-6.9949813,123.808586,60.45078
-9.229259,122.88944,57.280235
-11.17429,121.94356,54.948914
-13.756365,120.325775,52.300785
-15.729801,118.42635,48.81462
-16.684168,115.4668,45.81587
-18.390656,113.987946,42.805172
-20.004202,112.73546,39.98813
-21.388784,110.733246,37.559097
-23.122442,109.618614,35.302235
-24.35977,108.86962,33.466858
-25.088266,108.34402,32.155865
-26.37982,108.24612,30.553244
-27.55885,107.967766,29.064247
-28.368818,107.57723,27.823914
-28.744013,107.140625,26.463995
-29.392548,107.0377,24.967056
-29.507587,106.76684,23.274963
-29.455742,106.75532,21.113382
-28.9782,106.646225,18.357367
-28.310127,106.86183,16.048496
-27.639734,107.226715,12.9119625
-26.832458,107.74456,10.237445
-25.608282,107.9787,7.5142384
-24.968704,108.45718,5.8522644
-23.170074,109.08163,2.9142854
-21.502405,109.52273,-0.08468596
-19.63742,110.39007,-3.348371
-14.857384,111.62498,-8.02153
-12.756953,111.94952,-10.066322
-10.227135,112.37424,-12.271206
-7.0366607,112.83307,-14.71103
-4.3506956,113.12293,-17.016203
-1.4046086,113.297935,-19.306068
1.7137748,113.51661,-21.383963
5.446144,113.77544,-23.679077
8.361196,114.064766,-25.209133
12.068598,114.57854,-26.992466
15.778251,114.90862,-28.882742
19.389557,115.2441,-30.825422
23.281439,115.62864,-32.569427
27.301897,115.841484,-34.33162
31.330818,116.04477,-36.004227
35.487133,116.15874,-37.44939
39.704315,116.130714,-38.95192
43.774647,116.08608,-40.4414
48.848385,116.30054,-42.05894
52.380535,116.32456,-43.32194
56.87803,116.62529,-44.173054
61.00607,116.14209,-45.375
65.173706,115.7526,-46.95701
69.54901,115.4967,-48.202423
74.190506,115.3295,-49.10283
78.8604,115.30451,-49.936768
83.0952,114.63714,-50.739937
86.84812,114.360085,-51.727226
90.65579,114.43294,-52.91817
94.667854,114.56184,-53.81575
96.255516,113.54785,-54.91983
98.53946,113.49075,-57.138054
100.97805,112.951706,-58.722427
104.02725,109.59251,-61.56706
104.226326,107.409256,-64.777336
104.61484,108.171585,-64.87406
104.28306,106.7375,-66.08839
104.9043,106.15093,-66.89137
107.06631,111.761024,-65.108734
107.20874,115.52853,-64.97759
107.96992,121.32017,-64.74207
107.75311,126.82755,-65.10655
108.02857,130.10297,-65.60359
106.64009,133.28468,-65.90012
106.28934,138.68628,-66.09534
105.59543,141.86635,-66.35745
104.11543,146.06024,-66.06724
102.24011,149.95076,-65.85561
100.45563,154.04848,-65.58742
98.54613,156.89328,-65.644585
96.98998,159.56615,-65.56507
95.32855,162.01962,-65.58569
93.88571,163.55804,-66.01845
92.719444,164.76425,-66.28113
91.72989,165.57527,-66.38677
91.27243,166.08922,-66.63746
90.5522,166.33228,-67.079796
89.87402,166.61452,-67.848976
89.20017,166.32103,-69.38854
88.90645,165.947,-71.24274
88.61684,165.61986,-73.442276
88.29069,164.91922,-76.71768
88.11393,163.773,-81.178406
88.00581,162.09319,-85.1772
88.05175,160.4467,-90.328964
87.87437,158.63222,-95.57968
88.339485,156.12483,-100.905815
89.27517,153.97081,-106.87837
89.60847,150.88913,-112.97178
90.998474,147.50987,-119.29907
91.50418,143.09268,-124.29582
91.20618,137.01453,-129.0584
89.921585,129.52126,-129.33948
89.79084,123.307755,-130.77168
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
